songs,artists,uris,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
You Shook Me All Night Long,AC/DC,spotify:track:6yl8Es1tCYD9WdSkeVLFw4,0.529,0.768,7,-5.51,1,0.0566,0.00224,0.00075,0.297,0.769,127.316,210880,4,5
Love Rears Its Ugly Head,Living Colour,spotify:track:5huSgTVqBdIJTFhpShJfcg,0.615,0.477,2,-8.816,1,0.092,0.0558,6.25e-05,0.231,0.731,156.008,259467,4,5
Love Is A Battlefield - Remastered,Pat Benatar,spotify:track:4cBjhKOEXr66AlBtyyPrPe,0.679,0.875,2,-4.25,0,0.0556,0.0408,0.000189,0.0801,0.863,90.71,249533,4,1
Empire State of Mind (Part II) Broken Down,Alicia Keys,spotify:track:5sra5UY6sD658OabHL3QtI,0.484,0.368,6,-7.784,1,0.0341,0.74,3.82e-05,0.118,0.142,92.923,216480,4,6
Don't Let the Sun Go Down on Me,George Michael,spotify:track:7xGOvQukPKKQVLiJOPSmt0,0.435,0.547,0,-8.092,1,0.0287,0.494,0.0,0.544,0.26,135.453,346813,4,4
Original Sin,INXS,spotify:track:1jM23jASF0JrhgqYhqCZfl,0.685,0.633,9,-7.259,1,0.0377,0.0136,0.000106,0.0935,0.731,131.397,317240,4,5
Lola - Remastered,The Kinks,spotify:track:7bIQeY33PkduZRmR3h9BIY,0.468,0.839,9,-7.39,1,0.0365,0.459,0.461,0.151,0.935,151.842,242027,4,7
Another One Bites The Dust - Remastered 2011,Queen,spotify:track:5vdp5UmvTsnMEMESIF2Ym7,0.933,0.528,5,-6.472,0,0.161,0.112,0.312,0.163,0.754,109.967,214653,4,1
No Scrubs,TLC,spotify:track:1KGi9sZVMeszgZOWivFpxs,0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,214400,4,1
Miss You - Remastered,The Rolling Stones,spotify:track:5pTWpY8l7B1XcQnijEFGFj,0.795,0.71,9,-4.746,0,0.0392,0.443,0.0215,0.344,0.845,109.689,288667,4,1
Big Yellow Taxi,Joni Mitchell,spotify:track:6UkMcAA19lTdjs22jtB7o2,0.611,0.47,4,-9.135,1,0.0356,0.579,0.0,0.581,0.97,85.527,134800,4,4
The Unguarded Moment - 2002 Digital Remaster,The Church,spotify:track:00W0z4GR2fU8v11dhszOdw,0.404,0.843,0,-5.793,1,0.0642,0.00547,0.000111,0.252,0.497,135.904,254400,4,2
I Touch Myself,Divinyls,spotify:track:6oNvmplQGUkmAh441Teows,0.66,0.711,5,-10.211,1,0.0334,0.181,7.47e-06,0.0647,0.726,109.328,227640,4,5
I Love Rock 'N Roll,Joan Jett & The Blackhearts,spotify:track:2Cdvbe2G4hZsnhNMKyGrie,0.535,0.716,4,-5.025,1,0.0431,0.326,0.0,0.659,0.901,94.379,175173,4,4
You Got It,Roy Orbison,spotify:track:6r20M5DWYdIoCDmDViBxuz,0.649,0.618,9,-10.728,1,0.0265,0.596,1.46e-06,0.192,0.667,114.688,210267,4,6
Where the Wild Roses Grow - 2011 - Remaster,Nick Cave & The Bad Seeds,spotify:track:3OwtuzRo8mc7lgsBau9MWk,0.336,0.47,7,-10.541,0,0.0319,0.378,0.00332,0.0953,0.163,154.649,237080,3,3
"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",Bee Gees,spotify:track:3ZP18us6p6LHOZMG1LLUjF,0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,241093,4,1
Kiss,Prince,spotify:track:62LJFaYihsdVrrkgUOJC05,0.898,0.271,7,-12.238,1,0.091,0.0135,0.00138,0.0461,0.742,111.485,226240,4,5
Groove Is in the Heart,Deee-Lite,spotify:track:2UVLuddklEVak5PXgC7baA,0.694,0.881,1,-4.053,0,0.0701,0.0153,0.0196,0.0851,0.924,121.554,231787,4,1
Paradise City,Guns N' Roses,spotify:track:3YBZIN3rekqsKxbJc9FZko,0.273,0.952,11,-8.762,1,0.0843,0.0169,0.0111,0.142,0.472,100.271,405640,4,2
When The War Is Over - 2011 Remastered,Cold Chisel,spotify:track:5Eqx81y2ETkPuZrQuYBiub,0.443,0.669,9,-3.244,1,0.0274,0.0754,0.0,0.0683,0.426,92.641,265664,4,2
We Will Rock You - Remastered 2011,Queen,spotify:track:4pbJqGIASGPr0ZpGpnWkDn,0.692,0.497,2,-7.316,1,0.119,0.676,0.0,0.259,0.475,81.308,122067,4,6
Don't You (Forget About Me),Simple Minds,spotify:track:3fH4KjXFYMmljxrcGrbPj9,0.66,0.816,2,-6.61,1,0.0299,0.168,0.0181,0.0608,0.678,111.346,263040,4,5
Whole Lotta Love - 1990 Remaster,Led Zeppelin,spotify:track:0hCB0YR03f6AmQaHbwWDe8,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,333893,4,0
Mysterious Ways,U2,spotify:track:50JK22El2PTIzZBU2liLDI,0.674,0.659,8,-8.049,1,0.0277,0.00156,0.00765,0.108,0.697,99.768,243587,4,5
Man in the Mirror,Michael Jackson,spotify:track:2u2udGmop1z67EPpr91km7,0.794,0.798,8,-5.639,1,0.0366,0.429,1.16e-05,0.118,0.265,100.338,319307,4,5
I Love The Nightlife,Alicia Bridges,spotify:track:3ChXTNUIdmlFStxCtM3Q6a,0.519,0.655,0,-5.837,1,0.0449,0.315,0.8,0.137,0.892,125.177,337373,4,7
Boogie Wonderland,"Earth, Wind & Fire",spotify:track:6ztstiyZL6FXzh4aG46ZPD,0.802,0.756,2,-10.791,0,0.0349,0.0843,0.00765,0.0521,0.963,131.715,288293,4,1
The Boys Light Up - Remastered 2013,Australian Crawl,spotify:track:687i9z2ZCKNfzpmzs7HxOu,0.619,0.935,7,-7.158,1,0.0358,0.0968,0.000172,0.307,0.704,97.894,281467,4,5
Hurt,Johnny Cash,spotify:track:28cnXtME493VX9NOw9cIUh,0.534,0.392,9,-7.636,0,0.0267,0.649,0.000227,0.0948,0.163,90.379,216533,4,6
Bennie And The Jets - Remastered 2014,Elton John,spotify:track:5Wj1rJnCLpMHdLaxsFtJLs,0.665,0.673,0,-7.95,1,0.0493,0.259,7.62e-06,0.497,0.779,132.642,322549,4,4
Too Funky - Single Edit,George Michael,spotify:track:1flKNp2shyTeSAQE3Ezf8L,0.658,0.895,1,-8.304,1,0.0753,0.0218,0.321,0.742,0.761,98.275,225027,4,4
"(I've Had) The Time of My Life - From ""Dirty Dancing"" Soundtrack",Bill Medley,spotify:track:4BFMQ15vXr626UOoZL8bUI,0.7,0.781,6,-8.255,0,0.0507,0.0874,0.00342,0.059,0.385,108.695,289067,4,1
Looking Out My Backdoor (Live),Creedence Clearwater Revisited,spotify:track:1qQK9OmiVtw7tyliCfb57Y,0.603,0.903,5,-4.993,1,0.0591,0.15,0.0,0.988,0.873,99.733,164600,4,4
Do You Really Want To Hurt Me,Culture Club,spotify:track:1I6q6nwNjNgik1Qe8Oi0Y7,0.744,0.376,4,-14.996,0,0.0366,0.0815,0.0,0.108,0.42,100.78,262173,4,6
Dirty Deeds Done Dirt Cheap,AC/DC,spotify:track:2d4e45fmUnguxh6yqC7gNT,0.668,0.906,11,-4.881,0,0.17,0.214,0.00245,0.135,0.507,135.653,231933,4,1
(Everything I Do) I Do It For You,Bryan Adams,spotify:track:1Eb90nmqTrxylKFhcUzW8P,0.533,0.36,1,-12.633,1,0.0282,0.0805,1.03e-05,0.0631,0.299,131.229,393640,4,6
Ego Is Not a Dirty Word - 2015 Remaster,Skyhooks,spotify:track:59K9yYUeWugjFbyRnbbGQA,0.422,0.872,5,-3.071,0,0.0478,0.553,1.51e-06,0.347,0.867,150.885,176987,4,1
Nothing Else Matters,Metallica,spotify:track:0nLiqZ6A27jJri2VCalIUs,0.553,0.362,4,-11.218,0,0.0263,0.0458,6.01e-06,0.075,0.158,142.352,388267,3,3
Brass in Pocket,Pretenders,spotify:track:6YrHQ3Uv9YXK2gJNVTlT8P,0.766,0.655,9,-6.676,1,0.0324,0.721,0.0,0.243,0.815,97.771,184093,4,5
Every 1's a Winner,Hot Chocolate,spotify:track:6qNa9AhOat3HHYWF0L7J7F,0.712,0.546,10,-8.292,1,0.0316,0.153,0.0186,0.119,0.912,107.936,243200,4,5
Good Times,Jimmy Barnes,spotify:track:7wgaQdVSQMSJpInZlAgOlo,0.46,0.992,7,-5.064,1,0.0732,0.09,0.025,0.323,0.722,156.417,233093,4,2
More Than Words,Extreme,spotify:track:1gVgkQFOKa8Wc1HYsJtPdH,0.626,0.134,6,-14.898,1,0.0298,0.467,0.0,0.113,0.239,91.893,334107,4,6
The Tide Is High,Blondie,spotify:track:52Rp3xBJFYYdmpgzDy0Quf,0.779,0.676,11,-7.258,1,0.0259,0.0417,0.0329,0.125,0.962,96.961,232733,4,5
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,spotify:track:3vkQ5DAB1qQMYO4Mr9zJN6,0.749,0.491,10,-9.655,1,0.0403,0.02,0.00899,0.159,0.536,119.528,292613,4,5
Hurricane,Bob Dylan,spotify:track:1lqMLr9Wj7SM2F9AikGcxN,0.509,0.827,0,-7.715,1,0.079,0.0409,0.0,0.12,0.743,135.601,512733,4,2
By the Way,Red Hot Chili Peppers,spotify:track:1f2V8U1BiWaC9aJWmpOARe,0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444,216933,4,2
China Girl - 2002 Remaster,David Bowie,spotify:track:7Dy1LOaEeuYOEe5k17T3Rh,0.646,0.633,7,-10.09,1,0.0274,0.0155,0.0282,0.107,0.874,134.357,257000,4,5
Give Me One Reason,Tracy Chapman,spotify:track:4vDBJeeQCbhP9FaPPMsYkY,0.608,0.419,11,-10.016,1,0.0331,0.602,7.58e-06,0.108,0.602,100.22,268333,4,6
Who Are You,The Who,spotify:track:23IJ5wLRhEZ9DOuia5mPiZ,0.651,0.648,9,-11.409,1,0.0501,0.262,0.0042,0.0655,0.49,156.372,381627,4,6
Brick,Ben Folds Five,spotify:track:4jKq1e80xAYixkIwt6YyV1,0.542,0.454,2,-10.247,1,0.025,0.645,0.00279,0.15,0.267,96.881,271720,4,6
Constant Craving,k.d. lang,spotify:track:0wCrg1LhgPcGMw51qqpI6k,0.6,0.77,5,-5.559,0,0.0302,0.0603,4.79e-06,0.0967,0.321,128.473,277240,4,1
High and Dry,Radiohead,spotify:track:2a1iMaoWQ5MnvLFBDv4qkf,0.419,0.383,4,-11.782,1,0.0256,0.0724,0.0176,0.0896,0.35,87.568,257480,4,6
Zombie,The Cranberries,spotify:track:7EZC6E7UjZe63f1jRmkWxt,0.309,0.649,7,-8.994,1,0.035,0.0158,0.00591,0.367,0.312,166.915,306440,4,2
Son Of A Preacher Man,Dusty Springfield,spotify:track:0scrtPmtlIVwwk9s4LXJ8n,0.367,0.472,9,-11.902,1,0.0689,0.195,0.0,0.0874,0.761,179.686,146627,4,6
YMCA - Original Version 1978,Village People,spotify:track:54OR1VDpfkBuOY5zZjhZAY,0.723,0.969,6,-4.516,1,0.142,0.0643,0.0,0.115,0.728,126.653,286800,4,5
Papa Don't Preach,Madonna,spotify:track:0Oa9Qtd0FuhcmLi3sWTF9F,0.796,0.908,5,-3.523,0,0.0326,0.553,0.0,0.04,0.962,121.976,269573,4,1
Morning Glory - Remastered,Oasis,spotify:track:1H0K1GVwLteCZrPquy7qkM,0.33,0.982,0,-3.045,1,0.0926,0.0588,4.74e-05,0.519,0.104,136.986,303320,4,2
Tainted Love,Soft Cell,spotify:track:0cGG2EouYCEEC3xfa0tDFV,0.5,0.501,0,-8.284,0,0.0376,0.462,0.0,0.26,0.623,144.438,153800,4,6
I See Red,Split Enz,spotify:track:4Vc8S0x1yPmGmlYsFNScEn,0.372,0.957,0,-4.761,1,0.0853,0.00171,2.72e-06,0.877,0.588,175.59,259213,4,4
Where The Streets Have No Name - Remastered,U2,spotify:track:4qgZs0RNjdzKAS22lP0QjY,0.49,0.724,2,-9.581,1,0.0366,0.00976,0.0046,0.159,0.292,125.812,337506,4,2
Baby Love,The Supremes,spotify:track:5uES1C2NgkdrNHiCwf9jRr,0.595,0.643,5,-9.275,1,0.0365,0.76,0.0,0.538,0.73,135.633,158040,4,4
Set Fire to the Rain,Adele,spotify:track:3di5hcvxxciiqwMH1jarhY,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,242974,4,1
Even Flow,Pearl Jam,spotify:track:6QewNVIDKdSl8Y3ycuHIei,0.394,0.944,10,-6.506,0,0.0761,0.00178,4.54e-06,0.298,0.265,105.338,292581,4,2
I Shot The Sheriff,The Wailers,spotify:track:5uBKhKWTJ4E47rcLQqu3YH,0.801,0.641,8,-9.349,1,0.173,0.34,4.5e-05,0.0693,0.741,96.96,279720,4,5
It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,spotify:track:2oSpQ7QtIKTNFfA08Cy0ku,0.381,0.894,7,-8.638,1,0.037,0.0258,0.0,0.0251,0.797,205.528,246933,4,2
"I'd Do Anything For Love (But I Won't Do That) - Live From The Beacon Theatre, New York, U.S.A./1995",Meat Loaf,spotify:track:6fqLce5TNAmNgbFwXD2DdG,0.265,0.553,0,-10.198,1,0.0702,0.727,0.0,0.983,0.237,76.115,329400,4,4
I Want Your Sex - Pts. 1 & 2 Remastered,George Michael,spotify:track:6QnFHieoch6U9J8zfv6hml,0.812,0.6,10,-13.418,0,0.0538,0.00509,0.0248,0.0465,0.8,99.189,557293,4,1
The Ship Song - 2010 Remastered Version,Nick Cave & The Bad Seeds,spotify:track:3Ybl3DyPcWsz5ZCliEo3l1,0.318,0.412,7,-10.364,1,0.0303,0.271,0.0,0.0959,0.125,142.287,314147,4,6
Kokomo,The Beach Boys,spotify:track:0NqQmmLEN9rlnkh2JW0UIs,0.393,0.714,11,-8.521,1,0.0374,0.159,2.49e-06,0.312,0.769,115.514,166520,4,5
Daydream Believer,The Monkees,spotify:track:7uEcCGtM1FBBGIhPozhJjv,0.51,0.488,7,-10.304,1,0.0304,0.256,0.0,0.11,0.649,125.683,179613,4,6
Should I Stay or Should I Go - Remastered,The Clash,spotify:track:39shmbIHICJ2Wxnk1fPSdz,0.743,0.836,2,-6.465,1,0.116,0.0804,0.0,0.384,0.82,113.375,188987,4,5
Summer Nights - From “Grease”,John Travolta,spotify:track:2AVkArcfALVk2X8sfPRzya,0.747,0.663,2,-9.415,1,0.0545,0.62,5.24e-05,0.0861,0.606,124.336,216907,4,6
Sisters Are Doin' It for Themselves - Remastered,Eurythmics,spotify:track:5lJfJhwWUSaIlMPsHN06tk,0.656,0.908,0,-5.786,0,0.0417,0.0215,0.0,0.18,0.961,136.22,294160,4,1
"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Aerosmith,spotify:track:225xvV8r1yKMHErSWivnow,0.383,0.662,2,-5.162,1,0.0333,0.165,0.0,0.248,0.138,121.154,298760,4,2
Oliver's Army,Elvis Costello & The Attractions,spotify:track:4Zz1ctRTK04dytKiFuavBX,0.527,0.725,4,-9.405,1,0.0287,0.336,0.0,0.221,0.94,143.162,180840,4,5
Toy Soldiers,Martika,spotify:track:4jh9olf0OKCokpzxSyLeJx,0.513,0.591,1,-6.407,0,0.0274,0.405,0.0,0.126,0.173,130.167,287600,4,2
I Gotta Feeling,Black Eyed Peas,spotify:track:4kLLWz7srcuLKA7Et40PQR,0.743,0.766,0,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,127.96,289133,4,4
Saturday Night - 2011 Remastered,Cold Chisel,spotify:track:4FVo181bAKBEA4e1aMBtP1,0.624,0.563,5,-5.791,1,0.0286,0.206,1.32e-06,0.35,0.465,91.499,261417,4,5
Sweet Home Alabama,Lynyrd Skynyrd,spotify:track:7e89621JPkKaeDSTQ3avtg,0.596,0.605,7,-12.145,1,0.0255,0.181,0.000331,0.0863,0.886,97.798,283800,4,5
Bad Medicine,Bon Jovi,spotify:track:72hcFp4tYkd3dbNA9dZ3Pv,0.555,0.973,9,-3.804,1,0.035,0.048,0.0,0.0853,0.805,118.642,316707,4,5
Chains,Tina Arena,spotify:track:397sjadktaQXJbur7QFdNO,0.684,0.464,0,-9.37,0,0.0298,0.267,0.00103,0.0994,0.55,92.132,262133,4,6
Glory Days,Bruce Springsteen,spotify:track:2Y90nL1ohB4sgYELDs7uNx,0.574,0.96,9,-4.906,1,0.032,0.0457,0.0,0.121,0.978,117.486,254733,4,5
Apologize,OneRepublic,spotify:track:3VVuTYI50T7t0zznR91LNG,0.59,0.749,8,-6.246,1,0.0345,0.333,2.55e-05,0.0986,0.486,117.982,208467,4,5
Jumpin' Jack Flash,The Rolling Stones,spotify:track:1uBsu3PbD2909UBIfEMLvK,0.595,0.885,3,-7.688,1,0.0518,0.0744,0.534,0.0844,0.643,137.243,222933,4,7
The Final Countdown,Europe,spotify:track:3MrRksHupTVEQ7YbA0FsZK,0.529,0.843,6,-6.908,0,0.0616,0.0628,0.000827,0.0608,0.188,117.662,310333,4,2
Black or White - Remastered Version,Michael Jackson,spotify:track:2PdFSWL1Zpg0lRnujLnNJJ,0.52,0.86,9,-5.639,1,0.0817,0.118,0.072,0.072,0.878,114.999,256280,4,5
Shout,Tears For Fears,spotify:track:2gQaQUhDCNGfBVXTvxAmXQ,0.511,0.942,0,-10.407,1,0.0429,0.174,1.87e-05,0.139,0.498,97.909,393667,4,2
Ashes to Ashes - 2017 Remaster,David Bowie,spotify:track:37CRPk0L5ZpfPeePEPwE0t,0.71,0.743,1,-10.553,1,0.0507,0.273,0.000406,0.258,0.866,120.277,266160,4,5
What You Need,INXS,spotify:track:5jC0WEuk3NQlWoh91CDwOS,0.663,0.903,11,-4.599,1,0.117,0.046,0.0078,0.121,0.486,115.936,216013,4,5
Gold Digger,Kanye West,spotify:track:3QHPHLAkYV5cQBUYs6rowx,0.629,0.696,1,-5.572,0,0.348,0.0195,0.0,0.0554,0.623,93.034,207627,4,0
Flashdance...What a Feeling - Radio Edit,Irene Cara,spotify:track:3cbV252akVZInSvJk7jAYX,0.572,0.654,7,-7.027,0,0.0344,0.0058,3.21e-06,0.09,0.399,122.491,237053,4,1
Killer Queen - Remastered 2011,Queen,spotify:track:4cIPLtg1avt2Jm3ne9S1zy,0.535,0.651,10,-6.326,1,0.0544,0.391,0.0,0.133,0.612,117.218,179600,4,5
Wicked Game,Chris Isaak,spotify:track:7w5AOd6HrDIHewHfpABEss,0.663,0.296,9,-18.09,1,0.0294,0.68,0.00837,0.0879,0.359,112.306,289067,4,6
Milkshake,Kelis,spotify:track:2cMTIlktg3M9mXYqCPqw1J,0.881,0.774,1,-6.068,1,0.0439,0.00986,0.0346,0.206,0.759,112.968,182627,4,5
King Of The Mountain - Remastered,Midnight Oil,spotify:track:18asVg1bbkhE0ceWdaypTp,0.455,0.948,9,-3.41,1,0.0692,0.0307,0.0,0.174,0.76,73.916,229560,4,5
A Groovy Kind of Love - 2016 Remaster,Phil Collins,spotify:track:3BSi5qoJGLab7rn7zfmTPA,0.456,0.243,2,-12.19,1,0.0286,0.414,4.45e-06,0.116,0.19,144.131,210347,4,6
Before Too Long,Paul Kelly,spotify:track:3yJbfsK6DQzod9moZ3VOJl,0.579,0.808,2,-5.717,1,0.028,0.0138,0.000486,0.318,0.816,133.81,203014,4,5
You Make Me Feel Like Dancing,Leo Sayer,spotify:track:3DZ11M7LSpVQzYHnFx3i95,0.734,0.731,8,-5.24,0,0.0473,0.0784,0.0,0.108,0.705,96.071,221307,4,1
Walk This Way (feat. Aerosmith),Run–D.M.C.,spotify:track:6qUEOWqOzu1rLPUPQ1ECpx,0.761,0.711,9,-7.989,1,0.0604,0.0174,0.000101,0.0652,0.947,105.448,310387,4,5
Somebody Told Me,The Killers,spotify:track:3twNvmDtFQtAd5gMKedhLD,0.502,0.972,10,-3.96,0,0.0793,6.78e-05,0.000702,0.0627,0.729,138.019,197280,4,1
All I Wanna Do,Sheryl Crow,spotify:track:3ZpQiJ78LKINrW9SQTgbXd,0.82,0.528,9,-11.179,1,0.0321,0.111,0.0186,0.257,0.931,120.091,272107,4,5
Sledgehammer,Peter Gabriel,spotify:track:2cL7Se9DO7GHvXEYxwOONf,0.702,0.283,8,-14.526,1,0.04,0.616,0.847,0.0397,0.598,97.364,279875,4,7
Your Song,Elton John,spotify:track:38zsOOcu31XbbYj9BIPUF1,0.554,0.315,3,-11.028,1,0.0298,0.828,5.53e-06,0.101,0.325,128.157,241787,4,6
1979 - Remastered 2012,The Smashing Pumpkins,spotify:track:5QLHGv0DfpeXLNFo7SFEy1,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879,266200,4,7
Rio - 2009 Remaster,Duran Duran,spotify:track:43eBgYRTmu5BJnCJDBU5Hb,0.544,0.873,9,-7.425,1,0.0525,0.0415,1.82e-05,0.0925,0.676,140.902,337333,4,2
Take A Chance On Me,ABBA,spotify:track:5BckPAYcKEJuYs1eV1BHHe,0.684,0.675,11,-8.123,1,0.0257,0.163,0.0,0.242,0.924,107.064,243933,4,5
Holy Grail,Hunters & Collectors,spotify:track:2ockoFomEB9ZhnJZdFLGoi,0.65,0.947,1,-4.239,0,0.0383,0.138,0.00478,0.331,0.736,100.917,229493,4,1
Nights In White Satin - Single Version,The Moody Blues,spotify:track:3D1Xnj2Q7oh7Vz3RH9fDvC,0.21,0.346,4,-12.069,0,0.0299,0.252,0.336,0.247,0.22,79.026,265627,4,6
Jump - 2015 Remaster,Van Halen,spotify:track:7N3PAbqfTjSEU1edb2tY8j,0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,241600,4,5
Mr. Jones,Counting Crows,spotify:track:5DiXcVovI0FcY2s0icWWUu,0.578,0.817,0,-6.542,1,0.0363,0.183,3.06e-06,0.285,0.726,141.621,272293,4,5
Who Made Who,AC/DC,spotify:track:6rvldt6EoZwzogApECUCwd,0.514,0.825,0,-5.135,1,0.0487,0.000286,0.293,0.607,0.655,125.274,207147,4,4
Devil Inside,INXS,spotify:track:0sTnQus7pGewDC0UHSyRDS,0.588,0.584,0,-7.526,1,0.037,0.000818,0.458,0.104,0.537,150.795,313707,4,7
Funky Town,Pseudo Echo,spotify:track:5cmMK7sMgXCLhAlrMrd1tf,0.667,0.713,9,-7.907,1,0.0336,0.123,0.000444,0.227,0.873,128.031,294787,4,5
Give It Away,Red Hot Chili Peppers,spotify:track:0uppYCG86ajpV2hSR3dJJ0,0.666,0.936,7,-9.919,1,0.0476,0.00244,0.086,0.153,0.776,91.577,282907,4,5
Lust For Life,Iggy Pop,spotify:track:21YxK0klhpfLW8budkJaMF,0.383,0.97,9,-5.638,1,0.0435,0.0276,0.0,0.0942,0.62,101.603,313926,4,2
1999,Prince,spotify:track:2H7PHVdQ3mXqEHXcvclTB0,0.866,0.73,5,-8.201,1,0.0767,0.137,0.0,0.0843,0.625,118.523,379267,4,5
Like a Prayer,Madonna,spotify:track:1z3ugFmUKoCzGsI6jdY4Ci,0.624,0.842,5,-5.285,1,0.0376,0.264,2.11e-05,0.181,0.257,111.037,342680,4,2
That's The Way Love Goes,Janet Jackson,spotify:track:29rQJydAlO0uMyWvRIZxQg,0.703,0.7,5,-6.789,1,0.0693,0.302,0.471,0.0718,0.582,97.675,265107,4,7
Kids,Robbie Williams,spotify:track:21pvCJBSp34fC17YHOtw05,0.768,0.934,2,-4.849,1,0.205,0.00626,1.04e-05,0.325,0.407,92.291,286707,4,5
I Want You Back,The Jackson 5,spotify:track:5LxvwujISqiB8vpRYv887S,0.469,0.538,8,-13.559,1,0.0571,0.305,0.00012,0.37,0.886,196.605,176333,4,6
Who's That Girl - Remastered Version,Eurythmics,spotify:track:0qO7FkKWdHPc1Si1Z2nLZm,0.771,0.464,5,-10.175,0,0.0433,0.0892,0.0,0.0716,0.351,119.546,225267,4,1
Lego House,Ed Sheeran,spotify:track:5ubHAQtKuFfiG4FXfLP804,0.592,0.637,11,-8.48,1,0.0992,0.562,0.0,0.13,0.565,159.701,185093,4,6
Whatta Man,Salt-N-Pepa,spotify:track:7sJN693sYKEIEMu7fc5VnJ,0.757,0.544,5,-10.722,1,0.219,0.154,6.07e-05,0.226,0.921,173.208,308360,4,0
Purple Haze,Jimi Hendrix,spotify:track:0wJoRiX5K5BxlqZTolB2LD,0.533,0.905,2,-5.27,1,0.0754,0.00876,0.578,0.0698,0.486,108.9,170813,4,7
Dancing On The Ceiling,Lionel Richie,spotify:track:0snPJPxkk0MbTc0xeUvAPt,0.698,0.774,0,-8.642,1,0.048,0.12,2.26e-06,0.394,0.731,133.197,270720,4,5
Scar,Missy Higgins,spotify:track:1GUZZ8Z04qoRLtcCYkYxIM,0.661,0.79,0,-5.669,1,0.0515,0.372,0.0,0.285,0.822,91.812,214147,4,5
Sweetest Thing,U2,spotify:track:7ndGFo9nZ108KPgXtfYWCe,0.524,0.641,0,-8.967,1,0.0497,0.0437,2.78e-05,0.159,0.482,141.65,184543,4,2
We Built This City,Starship,spotify:track:6OnfBiiSc9RGKiBKKtZXgQ,0.661,0.908,5,-4.897,1,0.039,0.052,0.0,0.0708,0.656,144.091,296080,4,5
Ain't Nobody,Chaka Khan,spotify:track:2NVpYQqdraEcQwqT7GhUkh,0.8,0.878,1,-7.109,1,0.0434,0.189,0.000104,0.14,0.816,104.282,280853,4,5
Umbrella,Rihanna,spotify:track:5i66xrvSh1MjjyDd6zcwgj,0.581,0.827,1,-4.566,1,0.141,0.0101,0.0,0.0522,0.549,174.013,275987,4,2
Something So Strong,Crowded House,spotify:track:4ml6eCtBlmYVfpfXJsUFD2,0.573,0.886,7,-5.206,1,0.0459,0.0914,4.41e-05,0.0718,0.682,119.827,173964,4,5
I'll Be Your Baby Tonight (feat. UB40),Robert Palmer,spotify:track:4GzmpVbPwz7pUf0WZgEUlQ,0.526,0.766,8,-10.348,1,0.0598,0.0575,0.215,0.0492,0.973,112.794,205640,5,5
Vienna - 2008 Remaster,Ultravox,spotify:track:0842N1NhR1Q1XS6XyyQ3Nl,0.605,0.583,5,-10.242,1,0.0548,0.211,0.188,0.116,0.334,80.132,296160,4,6
The Long And Winding Road - Live / Remastered,Wings,spotify:track:4sevkFmEWU2SWnWvlvqkIJ,0.424,0.342,3,-12.668,1,0.0349,0.861,0.000498,0.956,0.293,123.355,268827,4,4
Push,Matchbox Twenty,spotify:track:2KVwlelhxKUy8LVV6JypH3,0.42,0.672,6,-7.902,1,0.027,0.0067,0.0,0.108,0.476,168.019,238667,4,2
I'm So Excited,The Pointer Sisters,spotify:track:2u8MGAiS2hBVE7GZzTZLQI,0.685,0.858,8,-6.496,1,0.0348,0.104,0.000119,0.147,0.692,92.305,229467,4,5
Burning Down the House,Talking Heads,spotify:track:2VNfJpwdEQBLyXajaa6LWT,0.779,0.87,5,-13.141,0,0.0574,0.00644,0.0107,0.0399,0.555,102.689,241920,4,1
The Best,Tina Turner,spotify:track:4OeFQtRyT7vsLnRTv7t8YT,0.651,0.87,0,-5.149,1,0.0318,0.103,0.00815,0.0979,0.729,103.857,330253,4,5
Praise You,Fatboy Slim,spotify:track:10yY7i70r9wtllofw0GIpx,0.602,0.893,1,-8.657,1,0.0484,0.0897,0.271,0.194,0.516,109.711,324240,4,5
Bat Out Of Hell - Live From United States/1993 / Remaster 2006,Meat Loaf,spotify:track:4iSTwGtj0sWABT8YvlCmPR,0.235,0.889,4,-6.234,1,0.0904,0.248,0.000828,0.707,0.344,171.705,673133,4,4
Never Tear Us Apart,INXS,spotify:track:3pyTksNccLM1jRvzQ4zTke,0.664,0.613,0,-7.56,1,0.0273,0.00309,0.000128,0.175,0.193,96.6,184587,3,3
Manic Monday,The Bangles,spotify:track:7Di7t9yGoxdZRLAt5a4pi0,0.685,0.571,2,-11.623,1,0.0299,0.335,2.38e-06,0.214,0.869,121.737,184173,4,5
